phone_name,    input_format,consider_exact_values_of_frequency , populate_inputs_to_considere_thread_combinations_on_same_socket, maximum_number_of_combination, Lamda or kernel ridge coef,search_ridge_coeff,search_strategy,number_of_iteration_during_exploration,l_o_o_on_alpha_exploration,ltolerance,lambda_min,max_iterations,sequential_gap,dichotomic_progression_ratio,standartize_inputs,R2_score,energy_gap,number_of_neighbours,X_format_in_model
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8404392455325473,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8404392455325473,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8404392455325473,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8404392455325473,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8404392455325473,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.7976599135946706,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,-inf,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8012667672316791,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.587714312943564,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.8999417647627684,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,0.805828443711869,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,-1.5720286690097431,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.01000000099,False,----,0,1e-22,1e-22,1e-09,30,0.1,100,False,-1.5720286690097431,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.3972657771287862,True,dichotomic,30,2.0628958767595758e+19,1e-22,1e-09,30,0.1,33,False,-0.3657625127204023,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.025072623558341202,True,dichotomic,1000,1.4244719917528842e+19,1e-23,1e-09,1000,0.1,33,False,-0.9182870449620117,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.025072623558341202,True,dichotomic,1000,1.4244719917528842e+19,1e-21,1e-09,1000,0.1,33,False,-0.9182870449620117,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.7580962460786657,True,dichotomic,9,2.4819581202197512e+19,1e+19,1e-09,1000,0.1,33,False,-0.6603586900081164,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.12723733922158906,True,dichotomic,67,1.5787358735890518e+19,1e+18,1e-09,1000,0.1,33,False,-0.26881608602058105,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.08270259153086071,True,dichotomic,81,1.4916378914406236e+19,1e+17,1e-09,1000,0.1,33,False,-0.35313127421984714,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.06505307761230443,True,dichotomic,90,1.4618724562680451e+19,1e+16,1e-09,1000,0.1,33,False,-0.4283041435926038,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.058012041172103776,True,dichotomic,95,1.4515067322950586e+19,1000000000000000.0,1e-09,1000,0.1,33,False,-0.47132331820195983,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.053415405219672044,True,dichotomic,99,1.4453632770797687e+19,100000000000000.0,1e-09,1000,0.1,33,False,-0.505172697595154,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.024877360065645112,True,dichotomic,255,1.4244733535354497e+19,10000000000.0,1e-09,1000,0.1,33,False,-0.9233987268967987,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.1132587350867246,True,dichotomic,203,1.545008533669009e+18,10000000000.0,1e-09,1000,0.1,33,False,-0.1935453790488264,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.11376328268193651,True,dichotomic,227,1.5450031831599334e+18,1000000000.0,1e-09,1000,0.1,33,False,-0.1935535192684008,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.11426046614062962,True,dichotomic,311,1.5450016107151626e+18,1000000.0,1e-09,1000,0.1,33,False,-0.19356242416572456,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.11376328268193651,True,dichotomic,227,1.5450031831599334e+18,1000000000.0,1e-09,1000,0.1,33,False,-0.1935535192684008,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.11422503667689717,True,dichotomic,447,1.54500160172358e+18,1000.0,1e-09,1000,0.1,33,False,-0.1935617607306872,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.1140000008859998,True,explore_all_values,114,1.5450019778642842e+18,1000.0,1e-09,1000,0.1,1000,False,-0.19355765011919002,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,100.10000000099859,True,sequential,1000,4.967178459944548e+19,1000.0,1e-09,1000,0.1,1000,False,-9.991671194470914,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.2814141215512498,True,dichotomic,216,4.859327312462963e+18,1000000000.0,1e-09,1000,0.1,33,False,-0.019497983325946766,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,33,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,33,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,33,False,0.8999417647627684,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.013818650598825628,True,dichotomic,321,1.3113569409874378e+18,1000000000.0,1e-09,1000,0.1,33,False,0.39797093085645974,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,True,dichotomic,261,1.5116273928917486e+18,1000000000.0,1e-09,1000,0.1,33,False,0.7088418470972842,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,100.10000000099859,True,sequential,1000,2.297177661826967e+19,1000000000.0,1e-09,1000,0.1,100,False,-2.220092887403283,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.050000000950000005,True,explore_all_values,5,1.5116267365279708e+18,1000000000.0,1e-09,1000,0.1,100,False,0.7087583090653924,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.7088418470972842,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.7088418470972842,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8599994728431342,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.894738833046469,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.894738833046469,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.880848461678771,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.880848461678771,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.880848461678771,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.880848461678771,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9186977927112677,10,10,base_Y,
samsung_galaxy_s8,samsung_galaxy_s8_format,False,False,1000,0.049940597311979425,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9292726781781174,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8215976961849587,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.7549825318796528,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.7549825318796528,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.7549825318796528,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8215976961849587,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8215976961849587,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8215976961849587,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.6678084203477483,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.6678084203477483,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.6678084203477483,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-296.89930270199477,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-296.89930270199477,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-296.89930270199477,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-0.06746042254849738,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-0.06746042254849738,10,10,base_Y_F_N_on_socket,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9144810248408353,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9144810248408353,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.9144810248408353,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.08732726483169995,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.08732726483169995,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.08732726483169995,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.37264686557961324,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-10.2751904394227,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-10.2751904394227,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,-8.621844617992203,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8992664552703772,10,10,base_Y_F,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
google_pixel_4a_5g,google_pixel_4a_5g_format,False,False,1000,0.01000000099,False,----,0,1000000000.0,1000000000.0,1e-09,1000,0.1,100,False,0.8999417647627684,10,10,base_Y,
