acceptance_degree, static score
1, 1.0
121, 1.0
111, 0.972972972972973
101, 0.9504950495049505
131, 0.9465648854961832
91, 0.9230769230769231
81, 0.9012345679012346
71, 0.8873239436619719
141, 0.8794326241134752
61, 0.8688524590163934
51, 0.8627450980392157
151, 0.8211920529801324
41, 0.8048780487804879
31, 0.7741935483870968
161, 0.7701863354037267
171, 0.7251461988304093
181, 0.6850828729281768
21, 0.6666666666666666
191, 0.6492146596858639
11, 0.6363636363636364
201, 0.6169154228855721
211, 0.5876777251184834
221, 0.5610859728506787
231, 0.5367965367965368
241, 0.5145228215767634
251, 0.4940239043824701
261, 0.47509578544061304
271, 0.4575645756457565
281, 0.4412811387900356
291, 0.4261168384879725
301, 0.4119601328903654
311, 0.3987138263665595
321, 0.3862928348909657
331, 0.37462235649546827
341, 0.36363636363636365
351, 0.35327635327635326
361, 0.34349030470914127
371, 0.33423180592991913
