acceptance_degree, static score
1, 1.0
141, 0.9929078014184397
151, 0.9867549668874173
131, 0.9694656488549618
121, 0.9586776859504132
111, 0.9369369369369369
161, 0.9254658385093167
101, 0.9108910891089109
91, 0.8791208791208791
171, 0.8713450292397661
81, 0.8518518518518519
181, 0.8232044198895028
71, 0.7887323943661971
61, 0.7868852459016393
41, 0.7804878048780488
191, 0.7801047120418848
51, 0.7647058823529411
31, 0.7419354838709677
201, 0.7412935323383084
211, 0.7061611374407583
221, 0.6742081447963801
21, 0.6666666666666666
231, 0.645021645021645
11, 0.6363636363636364
241, 0.6182572614107884
251, 0.5936254980079682
261, 0.5708812260536399
271, 0.5498154981549815
281, 0.5302491103202847
291, 0.5120274914089347
301, 0.4950166112956811
311, 0.4790996784565916
321, 0.46417445482866043
331, 0.4501510574018127
341, 0.436950146627566
351, 0.42450142450142453
361, 0.41274238227146814
371, 0.40161725067385445
381, 0.3910761154855643
391, 0.38107416879795397
401, 0.371571072319202
411, 0.36253041362530414
421, 0.35391923990498814
431, 0.345707656612529
441, 0.3378684807256236
