acceptance_degree, static score
1, 1.0
91, 1.0
81, 0.9753086419753086
71, 0.9295774647887324
101, 0.900990099009901
61, 0.8852459016393442
51, 0.8431372549019608
111, 0.8198198198198198
41, 0.8048780487804879
31, 0.7741935483870968
121, 0.7520661157024794
11, 0.7272727272727273
21, 0.7142857142857143
131, 0.6946564885496184
141, 0.6453900709219859
151, 0.6026490066225165
161, 0.5652173913043478
171, 0.5321637426900585
181, 0.5027624309392266
191, 0.47643979057591623
201, 0.4527363184079602
211, 0.4312796208530806
221, 0.4117647058823529
231, 0.3939393939393939
241, 0.3775933609958506
251, 0.36254980079681276
261, 0.3486590038314176
271, 0.33579335793357934
