acceptance_degree, static score
1, 1.0
111, 0.990990990990991
121, 0.9586776859504132
101, 0.9504950495049505
91, 0.9010989010989011
81, 0.8888888888888888
131, 0.8854961832061069
71, 0.8591549295774648
141, 0.8226950354609929
61, 0.7868852459016393
151, 0.7682119205298014
41, 0.7560975609756098
51, 0.7450980392156863
161, 0.7204968944099379
171, 0.6783625730994152
31, 0.6774193548387096
181, 0.6408839779005525
21, 0.6190476190476191
191, 0.6073298429319371
201, 0.5771144278606966
211, 0.5497630331753555
221, 0.5248868778280543
231, 0.5021645021645021
241, 0.48132780082987553
251, 0.46215139442231074
11, 0.45454545454545453
261, 0.4444444444444444
271, 0.4280442804428044
281, 0.4128113879003559
291, 0.39862542955326463
301, 0.3853820598006645
311, 0.3729903536977492
321, 0.3613707165109034
331, 0.3504531722054381
341, 0.34017595307917886
