acceptance_degree, static score
101, 1.0
111, 0.972972972972973
91, 0.9560439560439561
81, 0.9506172839506173
121, 0.8925619834710744
71, 0.8873239436619719
51, 0.8627450980392157
21, 0.8571428571428571
61, 0.8524590163934426
41, 0.8292682926829268
131, 0.8244274809160306
31, 0.8064516129032258
141, 0.7659574468085106
11, 0.7272727272727273
151, 0.7152317880794702
161, 0.6708074534161491
171, 0.631578947368421
181, 0.5966850828729282
191, 0.5654450261780105
201, 0.5373134328358209
211, 0.5118483412322274
221, 0.48868778280542985
231, 0.4675324675324675
241, 0.44813278008298757
251, 0.4302788844621514
261, 0.41379310344827586
271, 0.3985239852398524
281, 0.38434163701067614
291, 0.3711340206185567
301, 0.3588039867109635
311, 0.34726688102893893
321, 0.3364485981308411
1, 0.0
