acceptance_degree, static score
71, 0.9859154929577465
61, 0.9344262295081968
81, 0.9259259259259259
51, 0.9215686274509803
41, 0.8780487804878049
91, 0.8241758241758241
31, 0.7741935483870968
21, 0.7619047619047619
101, 0.7425742574257426
11, 0.7272727272727273
111, 0.6756756756756757
121, 0.6198347107438017
131, 0.5725190839694656
141, 0.5319148936170213
151, 0.4966887417218543
161, 0.4658385093167702
171, 0.43859649122807015
181, 0.4143646408839779
191, 0.39267015706806285
201, 0.373134328358209
211, 0.35545023696682465
221, 0.3393665158371041
1, 0.0
