configurations,google pixel format, model format, energy_efficiency estimated
200002-2-0,[2- 0- 0- 0- 0- 2- 2- 0],1-1-0-0-0-1-0-1-1-0,6833924993.423218
002020-0-3,[0- 0- 2- 0- 2- 0- 0- 3],1-0-0-1-0-2-1-0-0-1,6831158927.246571
100000-1-3,[1- 0- 0- 0- 0- 0- 1- 3],0-1-0-0-0-2-0-0-1-1,6827208882.019079
100000-2-3,[1- 0- 0- 0- 0- 0- 2- 3],0-1-0-0-0-2-0-0-1-1,6827208882.019079
100000-3-3,[1- 0- 0- 0- 0- 0- 3- 3],0-1-0-0-0-2-0-0-1-1,6827208882.019079
003030-0-1,[0- 0- 3- 0- 3- 0- 0- 1],2-0-0-1-0-0-1-0-0-1,6826626370.592544
000303-1-0,[0- 0- 0- 3- 0- 3- 1- 0],2-0-0-0-1-0-0-1-1-0,6822777008.3263855
330030-2-0,[3- 3- 0- 0- 3- 0- 2- 0],2-1-1-0-0-1-1-0-1-0,6818384127.305565
101110-0-0,[1- 0- 1- 1- 1- 0- 0- 0],0-1-0-1-1-0-1-0-0-0,6813238773.164436
200022-0-0,[2- 0- 0- 0- 2- 2- 0- 0],1-1-0-0-0-1-1-1-0-0,6809277648.936361
000100-1-1,[0- 0- 0- 1- 0- 0- 1- 1],0-0-0-0-1-0-0-0-1-1,6806858337.596429
000100-2-1,[0- 0- 0- 1- 0- 0- 2- 1],0-0-0-0-1-0-0-0-1-1,6806858337.596429
000100-3-1,[0- 0- 0- 1- 0- 0- 3- 1],0-0-0-0-1-0-0-0-1-1,6806858337.596429
002000-1-2,[0- 0- 2- 0- 0- 0- 1- 2],1-0-0-1-0-1-0-0-1-1,6806473697.524217
002000-2-2,[0- 0- 2- 0- 0- 0- 2- 2],1-0-0-1-0-1-0-0-1-1,6806473697.524217
002000-3-2,[0- 0- 2- 0- 0- 0- 3- 2],1-0-0-1-0-1-0-0-1-1,6806473697.524217
110010-1-0,[1- 1- 0- 0- 1- 0- 1- 0],0-1-1-0-0-0-1-0-1-0,6805128143.641479
222000-0-2,[2- 2- 2- 0- 0- 0- 0- 2],1-1-1-1-0-1-0-0-0-1,6803141881.446408
222200-0-0,[2- 2- 2- 2- 0- 0- 0- 0],1-1-1-1-1-0-0-0-0-0,6794406674.658783
330030-1-0,[3- 3- 0- 0- 3- 0- 1- 0],2-1-1-0-0-0-1-0-1-0,6793857049.074785
200002-0-1,[2- 0- 0- 0- 0- 2- 0- 1],1-1-0-0-0-0-0-1-0-1,6792965958.228447
110011-0-0,[1- 1- 0- 0- 1- 1- 0- 0],0-1-1-0-0-0-1-1-0-0,6790406590.331164
100000-1-2,[1- 0- 0- 0- 0- 0- 1- 2],0-1-0-0-0-1-0-0-1-1,6789541404.818913
100000-2-2,[1- 0- 0- 0- 0- 0- 2- 2],0-1-0-0-0-1-0-0-1-1,6789541404.818913
100000-3-2,[1- 0- 0- 0- 0- 0- 3- 2],0-1-0-0-0-1-0-0-1-1,6789541404.818913
300003-0-3,[3- 0- 0- 0- 0- 3- 0- 3],2-1-0-0-0-2-0-1-0-1,6786101665.997965
222020-0-0,[2- 2- 2- 0- 2- 0- 0- 0],1-1-1-1-0-1-1-0-0-0,6782279250.650782
330000-1-1,[3- 3- 0- 0- 0- 0- 1- 1],2-1-1-0-0-0-0-0-1-1,6779234806.187707
330000-2-1,[3- 3- 0- 0- 0- 0- 2- 1],2-1-1-0-0-0-0-0-1-1,6779234806.187707
330000-3-1,[3- 3- 0- 0- 0- 0- 3- 1],2-1-1-0-0-0-0-0-1-1,6779234806.187707
300003-0-2,[3- 0- 0- 0- 0- 3- 0- 2],2-1-0-0-0-1-0-1-0-1,6777325246.389782
020022-0-0,[0- 2- 0- 0- 2- 2- 0- 0],1-0-1-0-0-1-1-1-0-0,6774577545.385239
110001-1-0,[1- 1- 0- 0- 0- 1- 1- 0],0-1-1-0-0-0-0-1-1-0,6768146686.587962
333000-0-2,[3- 3- 3- 0- 0- 0- 0- 2],2-1-1-1-0-1-0-0-0-1,6766575110.374111
200020-0-1,[2- 0- 0- 0- 2- 0- 0- 1],1-1-0-0-0-0-1-0-0-1,6765813376.325188
002200-3-0,[0- 0- 2- 2- 0- 0- 3- 0],1-0-0-1-1-2-0-0-1-0,6765444684.504889
001001-0-2,[0- 0- 1- 0- 0- 1- 0- 2],0-0-0-1-0-1-0-1-0-1,6764285243.521103
020020-0-3,[0- 2- 0- 0- 2- 0- 0- 3],1-0-1-0-0-2-1-0-0-1,6761870332.358693
200020-0-3,[2- 0- 0- 0- 2- 0- 0- 3],1-1-0-0-0-2-1-0-0-1,6760670502.648999
000110-2-0,[0- 0- 0- 1- 1- 0- 2- 0],0-0-0-0-1-1-1-0-1-0,6753841779.982108
002002-3-0,[0- 0- 2- 0- 0- 2- 3- 0],1-0-0-1-0-2-0-1-1-0,6749548098.507272
030300-0-1,[0- 3- 0- 3- 0- 0- 0- 1],2-0-1-0-1-0-0-0-0-1,6740184911.418586
300330-0-0,[3- 0- 0- 3- 3- 0- 0- 0],2-1-0-0-1-2-1-0-0-0,6737355154.7865925
003030-0-2,[0- 0- 3- 0- 3- 0- 0- 2],2-0-0-1-0-1-1-0-0-1,6735353005.728398
000110-3-0,[0- 0- 0- 1- 1- 0- 3- 0],0-0-0-0-1-2-1-0-1-0,6725939799.635794
010001-3-0,[0- 1- 0- 0- 0- 1- 3- 0],0-0-1-0-0-2-0-1-1-0,6719653195.349468
002020-1-0,[0- 0- 2- 0- 2- 0- 1- 0],1-0-0-1-0-0-1-0-1-0,6717900331.660346
000101-0-1,[0- 0- 0- 1- 0- 1- 0- 1],0-0-0-0-1-0-0-1-0-1,6712617020.63864
100001-2-0,[1- 0- 0- 0- 0- 1- 2- 0],0-1-0-0-0-1-0-1-1-0,6712011579.981081
002200-2-0,[0- 0- 2- 2- 0- 0- 2- 0],1-0-0-1-1-1-0-0-1-0,6710142094.055802
002000-1-3,[0- 0- 2- 0- 0- 0- 1- 3],1-0-0-1-0-2-0-0-1-1,6708252180.728014
002000-2-3,[0- 0- 2- 0- 0- 0- 2- 3],1-0-0-1-0-2-0-0-1-1,6708252180.728014
002000-3-3,[0- 0- 2- 0- 0- 0- 3- 3],1-0-0-1-0-2-0-0-1-1,6708252180.728014
002002-0-1,[0- 0- 2- 0- 0- 2- 0- 1],1-0-0-1-0-0-0-1-0-1,6705349394.081218
020020-0-1,[0- 2- 0- 0- 2- 0- 0- 1],1-0-1-0-0-0-1-0-0-1,6704245368.737157
020002-3-0,[0- 2- 0- 0- 0- 2- 3- 0],1-0-1-0-0-2-0-1-1-0,6703431538.935794
200200-0-1,[2- 0- 0- 2- 0- 0- 0- 1],1-1-0-0-1-0-0-0-0-1,6698473996.912387
200220-0-0,[2- 0- 0- 2- 2- 0- 0- 0],1-1-0-0-1-1-1-0-0-0,6694509062.917019
011101-0-0,[0- 1- 1- 1- 0- 1- 0- 0],0-0-1-1-1-0-0-1-0-0,6688760062.395423
222002-0-0,[2- 2- 2- 0- 0- 2- 0- 0],1-1-1-1-0-1-0-1-0-0,6688759839.239952
001001-3-0,[0- 0- 1- 0- 0- 1- 3- 0],0-0-0-1-0-2-0-1-1-0,6687951435.92465
003300-2-0,[0- 0- 3- 3- 0- 0- 2- 0],2-0-0-1-1-1-0-0-1-0,6684372024.3477335
033003-1-0,[0- 3- 3- 0- 0- 3- 1- 0],2-0-1-1-0-0-0-1-1-0,6683503183.668397
002002-2-0,[0- 0- 2- 0- 0- 2- 2- 0],1-0-0-1-0-1-0-1-1-0,6679172468.381565
200000-1-1,[2- 0- 0- 0- 0- 0- 1- 1],1-1-0-0-0-0-0-0-1-1,6676058263.642589
200000-2-1,[2- 0- 0- 0- 0- 0- 2- 1],1-1-0-0-0-0-0-0-1-1,6676058263.642589
200000-3-1,[2- 0- 0- 0- 0- 0- 3- 1],1-1-0-0-0-0-0-0-1-1,6676058263.642589
002020-2-0,[0- 0- 2- 0- 2- 0- 2- 0],1-0-0-1-0-1-1-0-1-0,6672466276.610397
001100-0-3,[0- 0- 1- 1- 0- 0- 0- 3],0-0-0-1-1-2-0-0-0-1,6671583754.762631
001000-1-2,[0- 0- 1- 0- 0- 0- 1- 2],0-0-0-1-0-1-0-0-1-1,6664383417.873693
001000-2-2,[0- 0- 1- 0- 0- 0- 2- 2],0-0-0-1-0-1-0-0-1-1,6664383417.873693
001000-3-2,[0- 0- 1- 0- 0- 0- 3- 2],0-0-0-1-0-1-0-0-1-1,6664383417.873693
020200-3-0,[0- 2- 0- 2- 0- 0- 3- 0],1-0-1-0-1-2-0-0-1-0,6662904746.326119
333000-0-3,[3- 3- 3- 0- 0- 0- 0- 3],2-1-1-1-0-2-0-0-0-1,6661734722.51689
010001-0-2,[0- 1- 0- 0- 0- 1- 0- 2],0-0-1-0-0-1-0-1-0-1,6657754346.796519
002000-1-1,[0- 0- 2- 0- 0- 0- 1- 1],1-0-0-1-0-0-0-0-1-1,6654939726.300506
002000-2-1,[0- 0- 2- 0- 0- 0- 2- 1],1-0-0-1-0-0-0-0-1-1,6654939726.300506
002000-3-1,[0- 0- 2- 0- 0- 0- 3- 1],1-0-0-1-0-0-0-0-1-1,6654939726.300506
010000-1-3,[0- 1- 0- 0- 0- 0- 1- 3],0-0-1-0-0-2-0-0-1-1,6654028266.640192
010000-2-3,[0- 1- 0- 0- 0- 0- 2- 3],0-0-1-0-0-2-0-0-1-1,6654028266.640192
010000-3-3,[0- 1- 0- 0- 0- 0- 3- 3],0-0-1-0-0-2-0-0-1-1,6654028266.640192
011100-1-0,[0- 1- 1- 1- 0- 0- 1- 0],0-0-1-1-1-0-0-0-1-0,6653480021.360892
001000-1-3,[0- 0- 1- 0- 0- 0- 1- 3],0-0-0-1-0-2-0-0-1-1,6651197823.228237
001000-2-3,[0- 0- 1- 0- 0- 0- 2- 3],0-0-0-1-0-2-0-0-1-1,6651197823.228237
001000-3-3,[0- 0- 1- 0- 0- 0- 3- 3],0-0-0-1-0-2-0-0-1-1,6651197823.228237
110100-2-0,[1- 1- 0- 1- 0- 0- 2- 0],0-1-1-0-1-1-0-0-1-0,6650259848.958399
001010-0-2,[0- 0- 1- 0- 1- 0- 0- 2],0-0-0-1-0-1-1-0-0-1,6647527279.572189
333003-0-0,[3- 3- 3- 0- 0- 3- 0- 0],2-1-1-1-0-2-0-1-0-0,6639973251.052019
020200-0-1,[0- 2- 0- 2- 0- 0- 0- 1],1-0-1-0-1-0-0-0-0-1,6638846855.8908205
101101-0-0,[1- 0- 1- 1- 0- 1- 0- 0],0-1-0-1-1-0-0-1-0-0,6634706421.126664
200200-3-0,[2- 0- 0- 2- 0- 0- 3- 0],1-1-0-0-1-2-0-0-1-0,6629816119.44707
020000-1-3,[0- 2- 0- 0- 0- 0- 1- 3],1-0-1-0-0-2-0-0-1-1,6627387028.402541
020000-2-3,[0- 2- 0- 0- 0- 0- 2- 3],1-0-1-0-0-2-0-0-1-1,6627387028.402541
020000-3-3,[0- 2- 0- 0- 0- 0- 3- 3],1-0-1-0-0-2-0-0-1-1,6627387028.402541
100100-0-3,[1- 0- 0- 1- 0- 0- 0- 3],0-1-0-0-1-2-0-0-0-1,6622385720.306072
003003-0-2,[0- 0- 3- 0- 0- 3- 0- 2],2-0-0-1-0-1-0-1-0-1,6610567654.3087
330030-3-0,[3- 3- 0- 0- 3- 0- 3- 0],2-1-1-0-0-2-1-0-1-0,6600942524.9394655
010100-0-3,[0- 1- 0- 1- 0- 0- 0- 3],0-0-1-0-1-2-0-0-0-1,6600186875.132223
003300-3-0,[0- 0- 3- 3- 0- 0- 3- 0],2-0-0-1-1-2-0-0-1-0,6598333194.784784
020000-1-2,[0- 2- 0- 0- 0- 0- 1- 2],1-0-1-0-0-1-0-0-1-1,6594761883.283161
020000-2-2,[0- 2- 0- 0- 0- 0- 2- 2],1-0-1-0-0-1-0-0-1-1,6594761883.283161
020000-3-2,[0- 2- 0- 0- 0- 0- 3- 2],1-0-1-0-0-1-0-0-1-1,6594761883.283161
000110-1-0,[0- 0- 0- 1- 1- 0- 1- 0],0-0-0-0-1-0-1-0-1-0,6590615283.265762
003003-0-3,[0- 0- 3- 0- 0- 3- 0- 3],2-0-0-1-0-2-0-1-0-1,6576297696.530973
333000-0-1,[3- 3- 3- 0- 0- 0- 0- 1],2-1-1-1-0-0-0-0-0-1,6572170648.799119
300030-0-2,[3- 0- 0- 0- 3- 0- 0- 2],2-1-0-0-0-1-1-0-0-1,6571021694.106535
300030-0-1,[3- 0- 0- 0- 3- 0- 0- 1],2-1-0-0-0-0-1-0-0-1,6568047884.813545
333030-0-0,[3- 3- 3- 0- 3- 0- 0- 0],2-1-1-1-0-2-1-0-0-0,6567332945.342701
010000-1-2,[0- 1- 0- 0- 0- 0- 1- 2],0-0-1-0-0-1-0-0-1-1,6567073240.8293295
010000-2-2,[0- 1- 0- 0- 0- 0- 2- 2],0-0-1-0-0-1-0-0-1-1,6567073240.8293295
010000-3-2,[0- 1- 0- 0- 0- 0- 3- 2],0-0-1-0-0-1-0-0-1-1,6567073240.8293295
010010-0-3,[0- 1- 0- 0- 1- 0- 0- 3],0-0-1-0-0-2-1-0-0-1,6566688954.633911
010010-0-2,[0- 1- 0- 0- 1- 0- 0- 2],0-0-1-0-0-1-1-0-0-1,6563693190.746636
001001-2-0,[0- 0- 1- 0- 0- 1- 2- 0],0-0-0-1-0-1-0-1-1-0,6557149842.982934
001010-0-3,[0- 0- 1- 0- 1- 0- 0- 3],0-0-0-1-0-2-1-0-0-1,6549858722.00721
330003-1-0,[3- 3- 0- 0- 0- 3- 1- 0],2-1-1-0-0-0-0-1-1-0,6543137713.454447
100010-0-2,[1- 0- 0- 0- 1- 0- 0- 2],0-1-0-0-0-1-1-0-0-1,6539889563.9781275
101100-1-0,[1- 0- 1- 1- 0- 0- 1- 0],0-1-0-1-1-0-0-0-1-0,6534754927.240392
110100-0-1,[1- 1- 0- 1- 0- 0- 0- 1],0-1-1-0-1-0-0-0-0-1,6534515849.636867
001010-0-1,[0- 0- 1- 0- 1- 0- 0- 1],0-0-0-1-0-0-1-0-0-1,6531917693.599388
003300-1-0,[0- 0- 3- 3- 0- 0- 1- 0],2-0-0-1-1-0-0-0-1-0,6526512206.608306
100010-0-3,[1- 0- 0- 0- 1- 0- 0- 3],0-1-0-0-0-2-1-0-0-1,6521946386.533457
020002-2-0,[0- 2- 0- 0- 0- 2- 2- 0],1-0-1-0-0-1-0-1-1-0,6508972140.636583
000111-0-0,[0- 0- 0- 1- 1- 1- 0- 0],0-0-0-0-1-0-1-1-0-0,6501879171.290886
020020-2-0,[0- 2- 0- 0- 2- 0- 2- 0],1-0-1-0-0-1-1-0-1-0,6500860516.833288
200020-2-0,[2- 0- 0- 0- 2- 0- 2- 0],1-1-0-0-0-1-1-0-1-0,6499545555.2752495
200002-1-0,[2- 0- 0- 0- 0- 2- 1- 0],1-1-0-0-0-0-0-1-1-0,6499162630.021498
010001-2-0,[0- 1- 0- 0- 0- 1- 2- 0],0-0-1-0-0-1-0-1-1-0,6496746356.214579
020200-2-0,[0- 2- 0- 2- 0- 0- 2- 0],1-0-1-0-1-1-0-0-1-0,6486342623.750217
100000-1-1,[1- 0- 0- 0- 0- 0- 1- 1],0-1-0-0-0-0-0-0-1-1,6486004248.864393
100000-2-1,[1- 0- 0- 0- 0- 0- 2- 1],0-1-0-0-0-0-0-0-1-1,6486004248.864393
100000-3-1,[1- 0- 0- 0- 0- 0- 3- 1],0-1-0-0-0-0-0-0-1-1,6486004248.864393
300003-0-1,[3- 0- 0- 0- 0- 3- 0- 1],2-1-0-0-0-0-0-1-0-1,6485789845.543793
200200-2-0,[2- 0- 0- 2- 0- 0- 2- 0],1-1-0-0-1-1-0-0-1-0,6485447255.050732
300300-3-0,[3- 0- 0- 3- 0- 0- 3- 0],2-1-0-0-1-2-0-0-1-0,6477993217.200188
000101-1-0,[0- 0- 0- 1- 0- 1- 1- 0],0-0-0-0-1-0-0-1-1-0,6469532115.346645
300300-2-0,[3- 0- 0- 3- 0- 0- 2- 0],2-1-0-0-1-1-0-0-1-0,6468566172.452835
001100-0-2,[0- 0- 1- 1- 0- 0- 0- 2],0-0-0-1-1-1-0-0-0-1,6456102310.7797365
100001-0-1,[1- 0- 0- 0- 0- 1- 0- 1],0-1-0-0-0-0-0-1-0-1,6455330412.283155
002020-3-0,[0- 0- 2- 0- 2- 0- 3- 0],1-0-0-1-0-2-1-0-1-0,6450312427.529592
200020-1-0,[2- 0- 0- 0- 2- 0- 1- 0],1-1-0-0-0-0-1-0-1-0,6450247741.329805
222000-0-1,[2- 2- 2- 0- 0- 0- 0- 1],1-1-1-1-0-0-0-0-0-1,6448483061.85287
110110-0-0,[1- 1- 0- 1- 1- 0- 0- 0],0-1-1-0-1-0-1-0-0-0,6444209567.447823
002200-1-0,[0- 0- 2- 2- 0- 0- 1- 0],1-0-0-1-1-0-0-0-1-0,6440812793.270521
001010-2-0,[0- 0- 1- 0- 1- 0- 2- 0],0-0-0-1-0-1-1-0-1-0,6438016629.790486
001000-1-1,[0- 0- 1- 0- 0- 0- 1- 1],0-0-0-1-0-0-0-0-1-1,6435848860.939356
001000-2-1,[0- 0- 1- 0- 0- 0- 2- 1],0-0-0-1-0-0-0-0-1-1,6435848860.939356
001000-3-1,[0- 0- 1- 0- 0- 0- 3- 1],0-0-0-1-0-0-0-0-1-1,6435848860.939356
003033-0-0,[0- 0- 3- 0- 3- 3- 0- 0],2-0-0-1-0-2-1-1-0-0,6434793425.888767
030003-0-3,[0- 3- 0- 0- 0- 3- 0- 3],2-0-1-0-0-2-0-1-0-1,6428145180.106215
020020-3-0,[0- 2- 0- 0- 2- 0- 3- 0],1-0-1-0-0-2-1-0-1-0,6420132491.499221
030030-0-2,[0- 3- 0- 0- 3- 0- 0- 2],2-0-1-0-0-1-1-0-0-1,6419144983.38504
030300-3-0,[0- 3- 0- 3- 0- 0- 3- 0],2-0-1-0-1-2-0-0-1-0,6415574532.640694
020002-0-1,[0- 2- 0- 0- 0- 2- 0- 1],1-0-1-0-0-0-0-1-0-1,6412325666.842038
020020-1-0,[0- 2- 0- 0- 2- 0- 1- 0],1-0-1-0-0-0-1-0-1-0,6412142282.041061
002002-1-0,[0- 0- 2- 0- 0- 2- 1- 0],1-0-0-1-0-0-0-1-1-0,6411492036.975736
001010-1-0,[0- 0- 1- 0- 1- 0- 1- 0],0-0-0-1-0-0-1-0-1-0,6409385255.242023
033300-0-0,[0- 3- 3- 3- 0- 0- 0- 0],2-0-1-1-1-0-0-0-0-0,6409009571.979424
111000-0-3,[1- 1- 1- 0- 0- 0- 0- 3],0-1-1-1-0-2-0-0-0-1,6406345988.690537
300033-0-0,[3- 0- 0- 0- 3- 3- 0- 0],2-1-0-0-0-2-1-1-0-0,6406278216.883977
010010-2-0,[0- 1- 0- 0- 1- 0- 2- 0],0-0-1-0-0-1-1-0-1-0,6404275432.717085
300000-1-2,[3- 0- 0- 0- 0- 0- 1- 2],2-1-0-0-0-1-0-0-1-1,6400577505.547962
300000-2-2,[3- 0- 0- 0- 0- 0- 2- 2],2-1-0-0-0-1-0-0-1-1,6400577505.547962
300000-3-2,[3- 0- 0- 0- 0- 0- 3- 2],2-1-0-0-0-1-0-0-1-1,6400577505.547962
003030-0-3,[0- 0- 3- 0- 3- 0- 0- 3],2-0-0-1-0-2-1-0-0-1,6396271360.583937
003030-1-0,[0- 0- 3- 0- 3- 0- 1- 0],2-0-0-1-0-0-1-0-1-0,6393462689.937334
003003-0-1,[0- 0- 3- 0- 0- 3- 0- 1],2-0-0-1-0-0-0-1-0-1,6389157486.162173
030030-0-1,[0- 3- 0- 0- 3- 0- 0- 1],2-0-1-0-0-0-1-0-0-1,6381202482.368971
010010-3-0,[0- 1- 0- 0- 1- 0- 3- 0],0-0-1-0-0-2-1-0-1-0,6380473894.010357
200020-3-0,[2- 0- 0- 0- 2- 0- 3- 0],1-1-0-0-0-2-1-0-1-0,6375851800.899472
030300-2-0,[0- 3- 0- 3- 0- 0- 2- 0],2-0-1-0-1-1-0-0-1-0,6358168291.678022
010010-0-1,[0- 1- 0- 0- 1- 0- 0- 1],0-0-1-0-0-0-1-0-0-1,6348698720.757172
001001-0-1,[0- 0- 1- 0- 0- 1- 0- 1],0-0-0-1-0-0-0-1-0-1,6342872386.2253685
100100-0-2,[1- 0- 0- 1- 0- 0- 0- 2],0-1-0-0-1-1-0-0-0-1,6341150119.605251
100010-0-1,[1- 0- 0- 0- 1- 0- 0- 1],0-1-0-0-0-0-1-0-0-1,6340735480.9663315
100001-1-0,[1- 0- 0- 0- 0- 1- 1- 0],0-1-0-0-0-0-0-1-1-0,6337385735.0304365
030003-0-2,[0- 3- 0- 0- 0- 3- 0- 2],2-0-1-0-0-1-0-1-0-1,6330859482.539291
300003-3-0,[3- 0- 0- 0- 0- 3- 3- 0],2-1-0-0-0-2-0-1-1-0,6330659544.896913
300030-0-3,[3- 0- 0- 0- 3- 0- 0- 3],2-1-0-0-0-2-1-0-0-1,6329272364.389328
001011-0-0,[0- 0- 1- 0- 1- 1- 0- 0],0-0-0-1-0-0-1-1-0-0,6325072559.49514
303300-0-0,[3- 0- 3- 3- 0- 0- 0- 0],2-1-0-1-1-0-0-0-0-0,6324808869.085141
020000-1-1,[0- 2- 0- 0- 0- 0- 1- 1],1-0-1-0-0-0-0-0-1-1,6324788817.600381
020000-2-1,[0- 2- 0- 0- 0- 0- 2- 1],1-0-1-0-0-0-0-0-1-1,6324788817.600381
020000-3-1,[0- 2- 0- 0- 0- 0- 3- 1],1-0-1-0-0-0-0-0-1-1,6324788817.600381
100010-2-0,[1- 0- 0- 0- 1- 0- 2- 0],0-1-0-0-0-1-1-0-1-0,6306816566.629768
030033-0-0,[0- 3- 0- 0- 3- 3- 0- 0],2-0-1-0-0-2-1-1-0-0,6306753949.66072
001010-3-0,[0- 0- 1- 0- 1- 0- 3- 0],0-0-0-1-0-2-1-0-1-0,6306351587.08172
300003-2-0,[3- 0- 0- 0- 0- 3- 2- 0],2-1-0-0-0-1-0-1-1-0,6303448436.123844
010100-0-2,[0- 1- 0- 1- 0- 0- 0- 2],0-0-1-0-1-1-0-0-0-1,6303283048.587202
222000-3-0,[2- 2- 2- 0- 0- 0- 3- 0],1-1-1-1-0-2-0-0-1-0,6285520488.272398
003000-1-2,[0- 0- 3- 0- 0- 0- 1- 2],2-0-0-1-0-1-0-0-1-1,6282527017.743978
003000-2-2,[0- 0- 3- 0- 0- 0- 2- 2],2-0-0-1-0-1-0-0-1-1,6282527017.743978
003000-3-2,[0- 0- 3- 0- 0- 0- 3- 2],2-0-0-1-0-1-0-0-1-1,6282527017.743978
300000-1-1,[3- 0- 0- 0- 0- 0- 1- 1],2-1-0-0-0-0-0-0-1-1,6276842570.971025
300000-2-1,[3- 0- 0- 0- 0- 0- 2- 1],2-1-0-0-0-0-0-0-1-1,6276842570.971025
300000-3-1,[3- 0- 0- 0- 0- 0- 3- 1],2-1-0-0-0-0-0-0-1-1,6276842570.971025
300000-1-3,[3- 0- 0- 0- 0- 0- 1- 3],2-1-0-0-0-2-0-0-1-1,6271562665.866516
300000-2-3,[3- 0- 0- 0- 0- 0- 2- 3],2-1-0-0-0-2-0-0-1-1,6271562665.866516
300000-3-3,[3- 0- 0- 0- 0- 0- 3- 3],2-1-0-0-0-2-0-0-1-1,6271562665.866516
110101-0-0,[1- 1- 0- 1- 0- 1- 0- 0],0-1-1-0-1-0-0-1-0-0,6266685159.642561
010010-1-0,[0- 1- 0- 0- 1- 0- 1- 0],0-0-1-0-0-0-1-0-1-0,6263898479.6541395
100010-3-0,[1- 0- 0- 0- 1- 0- 3- 0],0-1-0-0-0-2-1-0-1-0,6258131520.065777
003030-2-0,[0- 0- 3- 0- 3- 0- 2- 0],2-0-0-1-0-1-1-0-1-0,6251211369.371201
003000-1-1,[0- 0- 3- 0- 0- 0- 1- 1],2-0-0-1-0-0-0-0-1-1,6247821486.356866
003000-2-1,[0- 0- 3- 0- 0- 0- 2- 1],2-0-0-1-0-0-0-0-1-1,6247821486.356866
003000-3-1,[0- 0- 3- 0- 0- 0- 3- 1],2-0-0-1-0-0-0-0-1-1,6247821486.356866
010000-1-1,[0- 1- 0- 0- 0- 0- 1- 1],0-0-1-0-0-0-0-0-1-1,6241748595.06513
010000-2-1,[0- 1- 0- 0- 0- 0- 2- 1],0-0-1-0-0-0-0-0-1-1,6241748595.06513
010000-3-1,[0- 1- 0- 0- 0- 0- 3- 1],0-0-1-0-0-0-0-0-1-1,6241748595.06513
001001-1-0,[0- 0- 1- 0- 0- 1- 1- 0],0-0-0-1-0-0-0-1-1-0,6236714892.271385
030030-0-3,[0- 3- 0- 0- 3- 0- 0- 3],2-0-1-0-0-2-1-0-0-1,6229713615.374474
222000-2-0,[2- 2- 2- 0- 0- 0- 2- 0],1-1-1-1-0-1-0-0-1-0,6224552734.252827
300300-1-0,[3- 0- 0- 3- 0- 0- 1- 0],2-1-0-0-1-0-0-0-1-0,6220454222.726189
100010-1-0,[1- 0- 0- 0- 1- 0- 1- 0],0-1-0-0-0-0-1-0-1-0,6195131292.956058
000001-0-3,[0- 0- 0- 0- 0- 1- 0- 3],0-0-0-0-0-2-0-1-0-1,6191813288.440706
000002-0-3,[0- 0- 0- 0- 0- 2- 0- 3],0-0-0-0-0-2-0-1-0-1,6191813288.440706
000003-0-3,[0- 0- 0- 0- 0- 3- 0- 3],0-0-0-0-0-2-0-1-0-1,6191813288.440706
010011-0-0,[0- 1- 0- 0- 1- 1- 0- 0],0-0-1-0-0-0-1-1-0-0,6180033434.260537
100011-0-0,[1- 0- 0- 0- 1- 1- 0- 0],0-1-0-0-0-0-1-1-0-0,6176537172.938321
110100-1-0,[1- 1- 0- 1- 0- 0- 1- 0],0-1-1-0-1-0-0-0-1-0,6175089725.213411
001100-3-0,[0- 0- 1- 1- 0- 0- 3- 0],0-0-0-1-1-2-0-0-1-0,6173702762.389984
111000-0-2,[1- 1- 1- 0- 0- 0- 0- 2],0-1-1-1-0-1-0-0-0-1,6172069695.017797
202000-0-3,[2- 0- 2- 0- 0- 0- 0- 3],1-1-0-1-0-2-0-0-0-1,6162879389.714361
010001-0-1,[0- 1- 0- 0- 0- 1- 0- 1],0-0-1-0-0-0-0-1-0-1,6155965356.630392
010100-3-0,[0- 1- 0- 1- 0- 0- 3- 0],0-0-1-0-1-2-0-0-1-0,6142545086.182138
300030-1-0,[3- 0- 0- 0- 3- 0- 1- 0],2-1-0-0-0-0-1-0-1-0,6137557854.865478
200200-1-0,[2- 0- 0- 2- 0- 0- 1- 0],1-1-0-0-1-0-0-0-1-0,6131656822.347831
020002-1-0,[0- 2- 0- 0- 0- 2- 1- 0],1-0-1-0-0-0-0-1-1-0,6125566898.676088
000200-0-3,[0- 0- 0- 2- 0- 0- 0- 3],1-0-0-0-1-2-0-0-0-1,6125219500.165032
003003-2-0,[0- 0- 3- 0- 0- 3- 2- 0],2-0-0-1-0-1-0-1-1-0,6121166447.546631
020200-1-0,[0- 2- 0- 2- 0- 0- 1- 0],1-0-1-0-1-0-0-0-1-0,6108368408.379363
003003-3-0,[0- 0- 3- 0- 0- 3- 3- 0],2-0-0-1-0-2-0-1-1-0,6100882994.347942
300030-2-0,[3- 0- 0- 0- 3- 0- 2- 0],2-1-0-0-0-1-1-0-1-0,6093788679.197191
202000-0-2,[2- 0- 2- 0- 0- 0- 0- 2],1-1-0-1-0-1-0-0-0-1,6092668602.995414
003000-1-3,[0- 0- 3- 0- 0- 0- 1- 3],2-0-0-1-0-2-0-0-1-1,6086521237.348341
003000-2-3,[0- 0- 3- 0- 0- 0- 2- 3],2-0-0-1-0-2-0-0-1-1,6086521237.348341
